0,1.304608
5,1.566652
10,0.458876
15,0.415792
20,0.382238
25,0.320117
30,0.315673
35,0.302154
40,0.295109
45,0.289877
50,0.283063
55,0.278437
60,0.272458
65,0.265926
70,0.258474
75,0.249543
80,0.237433
85,0.221906
90,0.205187
95,0.187507
100,0.163323
105,0.146016
110,0.131889
115,0.121618
120,0.113941
125,0.108023
130,0.104879
135,0.100581
140,0.097304
145,0.094913
150,0.092137
155,0.091591
160,0.089497
165,0.088120
170,0.084544
175,0.083119
180,0.079596
185,0.076892
190,0.072603
195,0.067751
200,0.062688
205,0.056608
210,0.051922
215,0.046227
220,0.040277
225,0.036373
230,0.031908
235,0.029130
240,0.024811
245,0.022401
250,0.019787
255,0.018006
260,0.018130
265,0.025130
270,0.023388
275,0.019495
280,0.016569
285,0.014710
290,0.012426
295,0.011419
300,0.010772
305,0.009721
310,0.009026
315,0.008205
320,0.008423
325,0.006970
330,0.006910
335,0.006999
340,0.006515
345,0.006050
350,0.005567
355,0.005650
360,0.005270
365,0.005058
370,0.004660
375,0.004563
380,0.004652
385,0.004435
390,0.003961
395,0.004211
400,0.004610
405,0.003669
410,0.003276
415,0.004411
420,0.003815
425,0.003481
430,0.003382
435,0.003133
440,0.003124
445,0.003407
450,0.002712
455,0.003129
460,0.002396
465,0.002841
470,0.002550
475,0.003669
480,0.002864
485,0.003261
490,0.002717
495,0.002498
500,0.002669
505,0.002275
510,0.002996
515,0.002101
520,0.002179
525,0.002433
530,0.002244
535,0.002282
540,0.001973
545,0.001842
550,0.001954
555,0.001502
560,0.001990
565,0.002407
570,0.001654
575,0.002082
580,0.001944
585,0.001350
590,0.001749
595,0.001361
600,0.001713
605,0.001757
610,0.001721
615,0.001258
620,0.001706
625,0.001596
630,0.001882
635,0.002774
640,0.001464
645,0.001714
650,0.001304
655,0.001333
660,0.001259
665,0.001552
670,0.001644
675,0.001098
680,0.001334
685,0.001343
690,0.001291
695,0.001514
700,0.001257
705,0.001127
710,0.001190
715,0.001293
720,0.001149
725,0.001647
730,0.001144
735,0.001041
740,0.001277
745,0.001229
750,0.001403
755,0.001250
760,0.001426
765,0.001135
770,0.001032
775,0.001333
780,0.001361
785,0.000698
790,0.001530
795,0.001122
800,0.000690
805,0.001149
810,0.001333
815,0.001302
820,0.001736
825,0.001528
830,0.001551
835,0.001185
840,0.001089
845,0.001000
850,0.001342
855,0.000965
860,0.001428
865,0.001550
870,0.001525
875,0.000946
880,0.000588
885,0.001040
890,0.000943
895,0.000628
900,0.000939
905,0.000685
910,0.001160
915,0.000744
920,0.001173
925,0.001096
930,0.001602
935,0.000820
940,0.000622
945,0.001164
950,0.000959
