0,25.00,1.129394
5,24.96,2.316018
10,24.92,0.834005
15,24.89,0.570728
20,24.85,0.419897
25,24.81,0.366266
30,24.77,0.343952
35,24.74,0.322799
40,24.70,0.307842
45,24.66,0.296482
50,24.62,0.289958
55,24.59,0.285676
60,24.55,0.279617
65,24.51,0.271033
70,24.47,0.260498
75,24.44,0.245361
80,24.40,0.224179
85,24.36,0.197712
90,24.32,0.169427
95,24.29,0.144356
100,24.25,0.126029
105,24.21,0.117536
110,24.17,0.111148
115,24.14,0.105235
120,24.10,0.100115
125,24.06,0.096819
130,24.02,0.095863
135,23.99,0.091917
140,23.95,0.088658
145,23.91,0.085706
150,23.87,0.083232
155,23.84,0.080757
160,23.80,0.079355
165,23.76,0.075501
170,23.72,0.074892
175,23.69,0.071929
180,23.65,0.068509
185,23.61,0.066595
190,23.57,0.062502
195,23.54,0.056194
200,23.50,0.049339
205,23.46,0.043097
210,23.42,0.035764
215,23.39,0.038367
220,23.35,0.028587
225,23.31,0.023287
230,23.27,0.020030
235,23.24,0.017371
240,23.20,0.015448
245,23.16,0.013570
250,23.12,0.012094
255,23.09,0.010839
260,23.05,0.009858
265,23.01,0.009016
270,22.97,0.008445
275,22.94,0.007500
280,22.90,0.007139
285,22.86,0.006807
290,22.82,0.006565
295,22.79,0.005878
300,22.75,0.005330
305,22.71,0.004921
310,22.67,0.004647
315,22.64,0.004464
320,22.60,0.004207
325,22.56,0.003820
330,22.52,0.003712
335,22.49,0.003613
340,22.45,0.003337
345,22.41,0.003270
350,22.37,0.002941
355,22.34,0.002873
360,22.30,0.002753
365,22.26,0.002609
370,22.22,0.002581
375,22.19,0.002399
380,22.15,0.002295
385,22.11,0.002193
390,22.07,0.002107
395,22.04,0.002070
400,22.00,0.001955
405,21.96,0.001872
410,21.92,0.001798
415,21.89,0.001825
420,21.85,0.001769
425,21.81,0.001669
430,21.77,0.001591
435,21.74,0.001559
440,21.70,0.001619
445,21.66,0.001444
450,21.62,0.001443
455,21.59,0.001406
460,21.55,0.001350
465,21.51,0.001278
470,21.47,0.001277
475,21.44,0.001228
480,21.40,0.001208
485,21.36,0.001132
490,21.32,0.001225
495,21.29,0.001096
500,21.25,0.001073
505,21.21,0.001046
510,21.17,0.001019
515,21.14,0.000987
520,21.10,0.000940
525,21.06,0.000965
530,21.02,0.000966
535,20.99,0.000930
540,20.95,0.000889
545,20.91,0.000893
550,20.87,0.000846
555,20.84,0.000899
560,20.80,0.000753
565,20.76,0.000849
570,20.72,0.000732
575,20.69,0.000753
580,20.65,0.000744
585,20.61,0.000704
590,20.57,0.000748
595,20.54,0.000751
600,20.50,0.000769
605,20.46,0.000693
610,20.42,0.000688
615,20.39,0.000688
620,20.35,0.000685
625,20.31,0.000637
630,20.27,0.000665
635,20.24,0.000642
640,20.20,0.000596
645,20.16,0.000614
650,20.12,0.000622
655,20.09,0.000673
660,20.05,0.000583
665,20.01,0.000602
670,19.97,0.000587
675,19.93,0.000544
680,19.90,0.000562
685,19.86,0.000498
690,19.82,0.000519
695,19.78,0.000523
700,19.75,0.000489
705,19.71,0.000518
710,19.67,0.000476
715,19.63,0.000504
720,19.60,0.000498
725,19.56,0.000454
730,19.52,0.000433
735,19.48,0.000480
740,19.45,0.000433
745,19.41,0.000464
750,19.37,0.000422
755,19.33,0.000459
760,19.30,0.000428
765,19.26,0.000444
770,19.22,0.000464
775,19.18,0.000401
780,19.15,0.000414
785,19.11,0.000456
790,19.07,0.000415
795,19.03,0.000384
800,19.00,0.000391
805,18.96,0.000391
810,18.92,0.000404
815,18.88,0.000352
820,18.85,0.000386
825,18.81,0.000364
830,18.77,0.000396
835,18.73,0.000347
840,18.70,0.000391
845,18.66,0.000399
850,18.62,0.000376
855,18.58,0.000329
860,18.55,0.000368
865,18.51,0.000350
870,18.47,0.000414
875,18.43,0.000446
880,18.40,0.000420
885,18.36,0.000400
890,18.32,0.000363
895,18.28,0.000334
900,18.25,0.000365
905,18.21,0.000314
910,18.17,0.000318
915,18.13,0.000349
920,18.10,0.002415
925,18.06,0.556670
930,18.02,0.203942
935,17.98,0.238495
940,17.95,0.191727
945,17.91,0.155236
950,17.87,0.113293
955,17.83,0.097169
960,17.80,0.092565
965,17.76,0.081989
970,17.72,0.078430
975,17.68,0.073667
980,17.65,0.069945
985,17.61,0.067176
990,17.57,0.064086
995,17.53,0.061506
1000,17.50,0.058868
1005,17.46,0.056394
1010,17.42,0.054065
1015,17.38,0.051430
1020,17.35,0.048653
1025,17.31,0.046308
1030,17.27,0.043631
1035,17.23,0.041297
1040,17.20,0.039397
1045,17.16,0.037364
1050,17.12,0.034950
1055,17.08,0.032709
1060,17.05,0.030815
1065,17.01,0.028228
1070,16.97,0.026115
1075,16.93,0.024526
1080,16.90,0.022545
1085,16.86,0.020845
1090,16.82,0.019169
1095,16.78,0.017606
1100,16.75,0.015722
1105,16.71,0.013127
1110,16.67,0.011823
1115,16.63,0.010558
1120,16.60,0.009446
1125,16.56,0.008720
1130,16.52,0.007789
1135,16.48,0.007457
1140,16.45,0.006951
1145,16.41,0.006155
1150,16.37,0.005751
1155,16.33,0.005559
1160,16.30,0.005239
1165,16.26,0.004926
1170,16.22,0.004809
1175,16.18,0.004481
1180,16.15,0.004273
1185,16.11,0.004072
1190,16.07,0.003719
1195,16.03,0.003702
1200,16.00,0.003465
1205,15.96,0.003366
1210,15.92,0.003329
1215,15.88,0.003077
1220,15.85,0.003397
1225,15.81,0.003017
1230,15.77,0.002636
1235,15.73,0.002706
1240,15.70,0.002592
1245,15.66,0.002545
1250,15.62,0.002426
1255,15.58,0.002371
1260,15.55,0.002536
1265,15.51,0.002097
1270,15.47,0.002279
1275,15.43,0.001985
1280,15.40,0.002240
1285,15.36,0.002094
1290,15.32,0.002111
1295,15.28,0.002160
1300,15.25,0.002135
1305,15.21,0.001878
1310,15.17,0.002050
1315,15.13,0.002046
1320,15.10,0.001623
1325,15.06,0.001916
1330,15.02,0.001846
1335,14.98,0.001817
1340,14.94,0.001667
1345,14.91,0.001654
1350,14.87,0.001583
1355,14.83,0.001568
1360,14.79,0.001593
1365,14.76,0.001808
1370,14.72,0.001666
1375,14.68,0.001533
1380,14.64,0.001679
1385,14.61,0.001359
1390,14.57,0.001716
1395,14.53,0.001702
1400,14.49,0.001464
1405,14.46,0.001567
1410,14.42,0.001621
1415,14.38,0.001601
1420,14.34,0.001438
1425,14.31,0.001385
1430,14.27,0.001858
1435,14.23,0.001591
1440,14.19,0.001399
1445,14.16,0.001534
1450,14.12,0.001642
1455,14.08,0.001315
1460,14.04,0.001587
1465,14.01,0.001306
1470,13.97,0.001601
1475,13.93,0.001674
1480,13.89,0.001419
1485,13.86,0.001596
1490,13.82,0.001407
1495,13.78,0.001327
1500,13.74,0.001669
1505,13.71,0.001676
1510,13.67,0.001396
1515,13.63,0.001523
1520,13.59,0.001448
1525,13.56,0.001514
1530,13.52,0.001594
1535,13.48,0.001477
1540,13.44,0.001365
1545,13.41,0.001475
1550,13.37,0.001536
1555,13.33,0.001308
1560,13.29,0.001621
1565,13.26,0.140708
1570,13.22,0.184769
1575,13.18,0.124707
1580,13.14,0.094234
1585,13.11,0.071019
1590,13.07,0.057228
1595,13.03,0.046183
1600,12.99,0.041845
1605,12.96,0.038527
1610,12.92,0.034585
1615,12.88,0.032100
1620,12.84,0.029592
1625,12.81,0.027744
1630,12.77,0.025858
1635,12.73,0.024615
1640,12.69,0.022476
1645,12.66,0.021532
1650,12.62,0.020017
1655,12.58,0.019528
1660,12.54,0.018155
1665,12.51,0.016896
1670,12.47,0.016206
1675,12.43,0.015152
1680,12.39,0.014668
1685,12.36,0.013639
1690,12.32,0.013236
1695,12.28,0.012508
1700,12.24,0.011227
1705,12.21,0.011083
1710,12.17,0.010902
1715,12.13,0.010288
1720,12.09,0.010177
1725,12.06,0.009672
1730,12.02,0.009324
1735,11.98,0.008559
1740,11.94,0.008725
1745,11.91,0.008766
1750,11.87,0.008784
1755,11.83,0.008363
1760,11.79,0.007732
1765,11.76,0.007963
1770,11.72,0.008100
1775,11.68,0.008339
1780,11.64,0.007652
1785,11.61,0.007575
1790,11.57,0.006857
1795,11.53,0.006852
1800,11.49,0.007077
1805,11.46,0.006975
1810,11.42,0.007945
1815,11.38,0.006790
1820,11.34,0.007126
1825,11.31,0.007281
1830,11.27,0.006571
1835,11.23,0.006469
1840,11.19,0.006756
1845,11.16,0.006540
1850,11.12,0.006315
1855,11.08,0.006813
1860,11.04,0.005990
1865,11.01,0.006417
1870,10.97,0.006078
1875,10.93,0.006600
1880,10.89,0.006707
1885,10.86,0.006660
1890,10.82,0.006665
1895,10.78,0.006040
1900,10.74,0.006502
1905,10.71,0.006535
1910,10.67,0.006083
1915,10.63,0.006669
1920,10.59,0.007000
1925,10.56,0.005307
1930,10.52,0.006687
1935,10.48,0.006988
1940,10.44,0.006503
1945,10.41,0.005937
1950,10.37,0.006390
1955,10.33,0.006815
1960,10.29,0.006049
1965,10.26,0.007394
1970,10.22,0.006417
1975,10.18,0.006096
1980,10.14,0.007446
1985,10.11,0.007269
1990,10.07,0.006514
1995,10.03,0.006240
